Route,Score,End,End Exit Volume,Start,End Clean
"['Farringdon', 'Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Bond Street', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster']",775664.0294545183,Oxford Circus,88888.96704187145,Farringdon,Oxford Circus
"['Paddington TfL', '[TRANSFER→]Bond Street', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', 'Tottenham Court Road']",775664.0294545183,Tottenham Court Road,101119.98339478439,Paddington TfL,Tottenham Court Road
"['Farringdon', 'Barbican', 'Moorgate', 'Liverpool Street LU', '[TRANSFER→]Whitechapel', 'Stratford']",774406.0443921098,Stratford,92594.97009758174,Farringdon,Stratford
"['Tottenham Court Road', 'Bond Street', '[TRANSFER→]Oxford Circus', ""Regent's Park"", 'Oxford Circus', 'Piccadilly Circus']",773746.1963287564,Piccadilly Circus,43397.76087515598,Tottenham Court Road,Piccadilly Circus
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road', 'Farringdon']",772757.3878850664,Farringdon,64227.32263564517,King's Cross St. Pancras,Farringdon
"['Leicester Square', 'Charing Cross LU', 'Embankment', 'Waterloo LU', 'Westminster', 'Green Park']",772649.8756272512,Green Park,50979.93327935799,Leicester Square,Green Park
"['Bank and Monument', 'Moorgate', 'Barbican', 'Farringdon', 'Tottenham Court Road', 'Leicester Square']",772159.4320095239,Leicester Square,45573.94756963399,Bank and Monument,Leicester Square
"['Stratford', 'Mile End', 'Stepney Green', 'Whitechapel', 'Liverpool Street LU', 'Farringdon']",771760.4400555182,Farringdon,64227.32263564517,Stratford,Farringdon
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus', 'Green Park', 'Piccadilly Circus', '[TRANSFER→]Charing Cross LU']",771066.3170801365,Piccadilly Circus,43397.76087515598,Leicester Square,Piccadilly Circus
"['Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Green Park', '[TRANSFER→]Oxford Circus', 'Green Park', 'Oxford Circus']",771066.3170801365,Oxford Circus,88888.96704187145,Leicester Square,Oxford Circus
"['Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Green Park', '[TRANSFER→]Piccadilly Circus', 'Green Park', 'Piccadilly Circus']",771066.3170801365,Piccadilly Circus,43397.76087515598,Tottenham Court Road,Piccadilly Circus
"['Paddington TfL', '[TRANSFER→]Bond Street', 'Oxford Circus', 'Green Park', 'Piccadilly Circus', '[TRANSFER→]Leicester Square']",771066.3170801365,Piccadilly Circus,43397.76087515598,Paddington TfL,Piccadilly Circus
"['Victoria LU', '[TRANSFER→]Green Park', 'Piccadilly Circus', 'Green Park', '[TRANSFER→]Bond Street', 'Oxford Circus']",771066.3170801365,Oxford Circus,88888.96704187145,Victoria LU,Oxford Circus
"['Waterloo LU', '[TRANSFER→]Embankment', '[TRANSFER→]Westminster', 'Green Park', 'Piccadilly Circus', 'Oxford Circus']",771066.3170801365,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Victoria LU', '[TRANSFER→]Green Park', 'Oxford Circus', 'Green Park', 'Piccadilly Circus', '[TRANSFER→]Charing Cross LU']",771066.3170801365,Piccadilly Circus,43397.76087515598,Victoria LU,Piccadilly Circus
"['Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Piccadilly Circus', 'Green Park', 'Piccadilly Circus', '[TRANSFER→]Leicester Square']",771066.3170801365,Piccadilly Circus,43397.76087515598,Tottenham Court Road,Piccadilly Circus
"['Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Piccadilly Circus', 'Oxford Circus', 'Green Park', '[TRANSFER→]Westminster']",771066.3170801365,Green Park,50979.93327935799,Tottenham Court Road,Green Park
"['Victoria LU', '[TRANSFER→]Green Park', 'Oxford Circus', 'Piccadilly Circus', 'Green Park', '[TRANSFER→]Bond Street']",771066.3170801365,Green Park,50979.93327935799,Victoria LU,Green Park
"['Tottenham Court Road', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', 'Piccadilly Circus', 'Green Park']",771066.3170801365,Green Park,50979.93327935799,Tottenham Court Road,Green Park
"['Canary Wharf LU', 'North Greenwich', 'Canning Town', 'West Ham', 'Stratford', '[TRANSFER→]Stratford International DLR']",769620.5830635044,Stratford,92594.97009758174,Canary Wharf LU,Stratford
"['Canary Wharf LU', 'North Greenwich', 'Canning Town', 'West Ham', 'Stratford', '[TRANSFER→]Liverpool Street NR']",769620.5830635044,Stratford,92594.97009758174,Canary Wharf LU,Stratford
"['Canary Wharf LU', 'North Greenwich', 'Canning Town', 'West Ham', 'Stratford', '[TRANSFER→]Mile End']",769620.5830635044,Stratford,92594.97009758174,Canary Wharf LU,Stratford
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road', 'Leicester Square']",769214.3148011784,Leicester Square,45573.94756963399,King's Cross St. Pancras,Leicester Square
"['Bank and Monument', ""St. Paul's"", 'Chancery Lane', 'Holborn', 'Tottenham Court Road', 'Bond Street']",769151.9347445772,Bond Street,65259.91811015903,Bank and Monument,Bond Street
"['Victoria LU', '[TRANSFER→]Green Park', 'Bond Street', 'Oxford Circus', 'Piccadilly Circus', '[TRANSFER→]Charing Cross LU']",766020.7175235264,Piccadilly Circus,43397.76087515598,Victoria LU,Piccadilly Circus
"['Green Park', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Bond Street', 'Oxford Circus', 'Bond Street']",766020.7175235264,Bond Street,65259.91811015903,Green Park,Bond Street
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Bond Street', '[TRANSFER→]Oxford Circus', 'Piccadilly Circus', 'Oxford Circus']",766020.7175235264,Oxford Circus,88888.96704187145,Leicester Square,Oxford Circus
"['Stratford', 'Whitechapel', 'Liverpool Street LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU', 'Bank and Monument']",763095.2359421354,Bank and Monument,54480.33995698597,Stratford,Bank and Monument
"['Tottenham Court Road', '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', 'Whitechapel', 'Liverpool Street LU', 'Bank and Monument']",763095.2359421354,Bank and Monument,54480.33995698597,Tottenham Court Road,Bank and Monument
"['London Bridge LU', 'Bank and Monument', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Aldgate East', 'Whitechapel', 'Liverpool Street LU']",763095.2359421354,Liverpool Street LU,74058.98826547644,London Bridge LU,Liverpool Street LU
"['Bank and Monument', 'Liverpool Street LU', 'Moorgate', '[TRANSFER→]Old Street', 'Angel', ""King's Cross St. Pancras""]",761297.610754722,King's Cross St. Pancras,122827.76544140621,Bank and Monument,King's Cross St. Pancras
"['Farringdon', 'Liverpool Street LU', 'Moorgate', '[TRANSFER→]Old Street', 'Angel', ""King's Cross St. Pancras""]",761297.610754722,King's Cross St. Pancras,122827.76544140621,Farringdon,King's Cross St. Pancras
"['Waterloo LU', 'Embankment', 'Charing Cross LU', 'Piccadilly Circus', 'Green Park', 'Bond Street']",761146.2768183474,Bond Street,65259.91811015903,Waterloo LU,Bond Street
"['Liverpool Street LU', 'Whitechapel', '[TRANSFER→]Aldgate East', '[TRANSFER→]Tower Hill', 'Bank and Monument', 'London Bridge LU']",760115.6784033105,London Bridge LU,79888.75974908941,Liverpool Street LU,London Bridge LU
"['Bond Street', '[TRANSFER→]Tottenham Court Road', 'Goodge Street', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",760059.0987322113,Liverpool Street LU,74058.98826547644,Bond Street,Liverpool Street LU
"['Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Goodge Street', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",760059.0987322113,Liverpool Street LU,74058.98826547644,Oxford Circus,Liverpool Street LU
"['Euston LU', '[TRANSFER→]Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",760059.0987322113,Liverpool Street LU,74058.98826547644,Euston LU,Liverpool Street LU
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Goodge Street', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",760059.0987322113,Liverpool Street LU,74058.98826547644,Leicester Square,Liverpool Street LU
"['Leicester Square', 'Covent Garden', 'Holborn', 'Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU']",759876.157200429,Liverpool Street LU,74058.98826547644,Leicester Square,Liverpool Street LU
"['London Bridge LU', 'Bank and Monument', 'Tower Hill', '[TRANSFER→]Aldgate', 'Liverpool Street LU', 'Farringdon']",758639.20469414,Farringdon,64227.32263564517,London Bridge LU,Farringdon
"['Leicester Square', 'Covent Garden', 'Holborn', 'Tottenham Court Road', 'Bond Street', '[TRANSFER→]Oxford Circus']",758187.666865815,Bond Street,65259.91811015903,Leicester Square,Bond Street
"['Oxford Circus', 'Green Park', 'Piccadilly Circus', 'Charing Cross LU', 'Embankment', 'Waterloo LU']",757986.5033639553,Waterloo LU,93112.82099030414,Oxford Circus,Waterloo LU
"['Victoria LU', 'Green Park', 'Piccadilly Circus', 'Charing Cross LU', 'Embankment', 'Waterloo LU']",757986.5033639553,Waterloo LU,93112.82099030414,Victoria LU,Waterloo LU
"['Leicester Square', 'Charing Cross LU', 'Piccadilly Circus', 'Green Park', 'Westminster', 'Waterloo LU']",757372.1500712588,Waterloo LU,93112.82099030414,Leicester Square,Waterloo LU
"['South Kensington', 'Sloane Square', 'Victoria LU', ""St. James's Park"", 'Westminster', 'Green Park']",757179.7140985895,Green Park,50979.93327935799,South Kensington,Green Park
"['Leicester Square', 'Charing Cross LU', 'Piccadilly Circus', 'Green Park', '[TRANSFER→]Bond Street', 'Tottenham Court Road']",755511.8631933469,Tottenham Court Road,101119.98339478439,Leicester Square,Tottenham Court Road
"['Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Moorgate', '[TRANSFER→]Old Street', 'Angel', ""King's Cross St. Pancras""]",755505.3192421861,King's Cross St. Pancras,122827.76544140621,Liverpool Street LU,King's Cross St. Pancras
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Oxford Circus', 'Piccadilly Circus', 'Leicester Square']",755266.8911863859,Leicester Square,45573.94756963399,Tottenham Court Road,Leicester Square
"['Liverpool Street LU', '[TRANSFER→]Farringdon', ""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Tottenham Court Road', '[TRANSFER→]Leicester Square']",750755.60388494,Tottenham Court Road,101119.98339478439,Liverpool Street LU,Tottenham Court Road
"['Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Euston Square', ""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Tottenham Court Road']",750755.60388494,Tottenham Court Road,101119.98339478439,Euston LU,Tottenham Court Road
"['Liverpool Street LU', '[TRANSFER→]Farringdon', 'Tottenham Court Road', '[TRANSFER→]Farringdon', ""King's Cross St. Pancras"", '[TRANSFER→]Euston Square']",750755.60388494,King's Cross St. Pancras,122827.76544140621,Liverpool Street LU,King's Cross St. Pancras
"['Euston LU', ""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Green Park']",750755.60388494,Tottenham Court Road,101119.98339478439,Euston LU,Tottenham Court Road
"['Green Park', 'Bond Street', 'Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Charing Cross LU', 'Piccadilly Circus']",750466.2636367369,Piccadilly Circus,43397.76087515598,Green Park,Piccadilly Circus
"['London Bridge LU', 'Southwark', 'Waterloo LU', 'Embankment', 'Westminster', 'Green Park']",749967.7877410776,Green Park,50979.93327935799,London Bridge LU,Green Park
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', 'Goodge Street', 'Warren Street', 'Oxford Circus']",749380.2738644022,Oxford Circus,88888.96704187145,King's Cross St. Pancras,Oxford Circus
"['Tottenham Court Road', 'Oxford Circus', '[TRANSFER→]Warren Street', 'Goodge Street', 'Warren Street', 'Euston LU']",749380.2738644022,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Waterloo LU', 'Westminster', 'Green Park', 'Bond Street', '[TRANSFER→]Tottenham Court Road', 'Leicester Square']",748173.815013376,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Stratford', 'Mile End', 'Bethnal Green LU', 'Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Tower Hill']",747353.3722478602,Bank and Monument,54480.33995698597,Stratford,Bank and Monument
"['Stratford', 'Mile End', 'Bethnal Green LU', 'Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Moorgate']",747353.3722478602,Bank and Monument,54480.33995698597,Stratford,Bank and Monument
"['Stratford', 'Mile End', 'Bethnal Green LU', 'Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]London Bridge LU']",747353.3722478602,Bank and Monument,54480.33995698597,Stratford,Bank and Monument
"['Victoria LU', 'Green Park', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Farringdon', 'Tottenham Court Road']",746696.82776496,Tottenham Court Road,101119.98339478439,Victoria LU,Tottenham Court Road
"['Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", 'Russell Square', 'Holborn', 'Tottenham Court Road', 'Bond Street']",745816.3923040566,Bond Street,65259.91811015903,Farringdon,Bond Street
"['Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", 'Russell Square', 'Holborn', 'Tottenham Court Road', 'Bond Street']",745816.3923040566,Bond Street,65259.91811015903,Euston LU,Bond Street
"['Green Park', 'Westminster', 'Waterloo LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', 'Farringdon']",745200.005420876,Farringdon,64227.32263564517,Green Park,Farringdon
"['Bank and Monument', '[TRANSFER→]Moorgate', 'Old Street', 'Angel', ""King's Cross St. Pancras"", 'Euston LU']",744775.4892308644,Euston LU,51663.66156684396,Bank and Monument,Euston LU
"['Waterloo LU', 'Embankment', 'Charing Cross LU', 'Leicester Square', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus']",744084.8209496837,Oxford Circus,88888.96704187145,Waterloo LU,Oxford Circus
"['Waterloo LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', '[TRANSFER→]Leicester Square']",743339.718542964,Tottenham Court Road,101119.98339478439,Waterloo LU,Tottenham Court Road
"['Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",743339.718542964,Liverpool Street LU,74058.98826547644,Oxford Circus,Liverpool Street LU
"['Bank and Monument', 'Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Warren Street']",743339.718542964,Tottenham Court Road,101119.98339478439,Bank and Monument,Tottenham Court Road
"['Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU', 'Farringdon']",743339.718542964,Farringdon,64227.32263564517,Piccadilly Circus,Farringdon
"['Oxford Circus', '[TRANSFER→]Bond Street', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU', '[TRANSFER→]Whitechapel']",743339.718542964,Liverpool Street LU,74058.98826547644,Oxford Circus,Liverpool Street LU
"['London Bridge LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', '[TRANSFER→]Leicester Square']",743339.718542964,Tottenham Court Road,101119.98339478439,London Bridge LU,Tottenham Court Road
"['Stratford', '[TRANSFER→]Whitechapel', 'Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', '[TRANSFER→]Bond Street']",743339.718542964,Tottenham Court Road,101119.98339478439,Stratford,Tottenham Court Road
"['Bank and Monument', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Whitechapel', 'Liverpool Street LU', 'Farringdon', 'Tottenham Court Road']",743339.718542964,Tottenham Court Road,101119.98339478439,Bank and Monument,Tottenham Court Road
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU']",743339.718542964,Liverpool Street LU,74058.98826547644,Leicester Square,Liverpool Street LU
"['Bank and Monument', 'Liverpool Street LU', 'Farringdon', 'Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Charing Cross LU']",743339.718542964,Tottenham Court Road,101119.98339478439,Bank and Monument,Tottenham Court Road
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Tottenham Court Road', 'Farringdon', 'Liverpool Street LU', '[TRANSFER→]Aldgate East']",743339.718542964,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"['Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', 'Tottenham Court Road', '[TRANSFER→]Bond Street', 'Green Park']",743153.754681072,Green Park,50979.93327935799,Oxford Circus,Green Park
"['Oxford Circus', 'Green Park', '[TRANSFER→]Piccadilly Circus', 'Leicester Square', 'Tottenham Court Road', '[TRANSFER→]Holborn']",743153.754681072,Tottenham Court Road,101119.98339478439,Oxford Circus,Tottenham Court Road
"['Leicester Square', 'Covent Garden', 'Holborn', 'Russell Square', ""King's Cross St. Pancras"", 'Farringdon']",742951.224415885,Farringdon,64227.32263564517,Leicester Square,Farringdon
"['London Bridge LU', 'Bank and Monument', 'Waterloo LU', '[TRANSFER→]Embankment', 'Charing Cross LU', 'Leicester Square']",742412.4978554108,Leicester Square,45573.94756963399,London Bridge LU,Leicester Square
"['Piccadilly Circus', 'Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', 'Mornington Crescent', 'Euston LU']",741751.630159093,Euston LU,51663.66156684396,Piccadilly Circus,Euston LU
"['Tottenham Court Road', 'Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', 'Mornington Crescent', 'Euston LU']",741751.630159093,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"[""King's Cross St. Pancras"", 'Farringdon', 'Tottenham Court Road', '[TRANSFER→]Bond Street', '[TRANSFER→]Green Park', 'Bond Street']",741651.22820835,Bond Street,65259.91811015903,King's Cross St. Pancras,Bond Street
