line_id,line_name,mode_name,station_id,station_name,lat,lon,station_modes
district,District,tube,940GZZLUWKN,West Kensington Underground Station,51.490459,-0.206636,['tube']
district,District,tube,940GZZLUWPL,Whitechapel Underground Station,51.519518,-0.059971,['tube']
district,District,tube,940GZZLUWSM,Westminster Underground Station,51.50132,-0.124861,['tube']
dlr,DLR,dlr,940GZZDLABR,Abbey Road DLR Station,51.531926,0.003737,['dlr']
dlr,DLR,dlr,940GZZDLALL,All Saints DLR Station,51.511,-0.013135,['dlr']
dlr,DLR,dlr,940GZZDLBEC,Beckton DLR Station,51.514362,0.061453,['dlr']
dlr,DLR,dlr,940GZZDLBLA,Blackwall DLR Station,51.507991,-0.006969,['dlr']
dlr,DLR,dlr,940GZZDLBNK,Bank DLR Station,51.513233,-0.088515,['dlr']
dlr,DLR,dlr,940GZZDLBOW,Bow Church DLR Station,51.527858,-0.020936,['dlr']
dlr,DLR,dlr,940GZZDLBPK,Beckton Park DLR Station,51.508793,0.054932,['dlr']
dlr,DLR,dlr,940GZZDLCAN,Canary Wharf DLR Station,51.504838,-0.020997,['dlr']
dlr,DLR,dlr,940GZZDLCGT,Canning Town DLR Station,51.514127,0.008101,['dlr']
dlr,DLR,dlr,940GZZDLCLA,Crossharbour DLR Station,51.495728,-0.014606,['dlr']
dlr,DLR,dlr,940GZZDLCUS,Custom House (for ExCel) DLR Station,51.509716,0.026699,['dlr']
dlr,DLR,dlr,940GZZDLCUT,Cutty Sark (for Maritime Greenwich) DLR Station,51.481671,-0.01081,['dlr']
dlr,DLR,dlr,940GZZDLCYP,Cyprus DLR Station,51.508473,0.063925,['dlr']
dlr,DLR,dlr,940GZZDLDEP,Deptford Bridge DLR Station,51.474215,-0.022438,['dlr']
dlr,DLR,dlr,940GZZDLDEV,Devons Road DLR Station,51.522667,-0.017615,['dlr']
dlr,DLR,dlr,940GZZDLEIN,East India DLR Station,51.509359,-0.002326,"['dlr', 'bus']"
dlr,DLR,dlr,940GZZDLELV,Elverson Road DLR Station,51.469074,-0.016728,['dlr']
dlr,DLR,dlr,940GZZDLGAL,Gallions Reach DLR Station,51.508941,0.071555,['dlr']
dlr,DLR,dlr,940GZZDLGRE,Greenwich DLR Station,51.478087,-0.013673,['dlr']
dlr,DLR,dlr,940GZZDLHEQ,Heron Quays DLR Station,51.503379,-0.021421,['dlr']
dlr,DLR,dlr,940GZZDLISL,Island Gardens DLR Station,51.487811,-0.010139,['dlr']
dlr,DLR,dlr,940GZZDLKGV,King George V DLR Station,51.502003,0.062624,['dlr']
dlr,DLR,dlr,940GZZDLLCA,London City Airport DLR Station,51.503416,0.048739,['dlr']
dlr,DLR,dlr,940GZZDLLDP,Langdon Park DLR Station,51.515172,-0.01415,['dlr']
dlr,DLR,dlr,940GZZDLLEW,Lewisham DLR Station,51.464665,-0.012874,['dlr']
dlr,DLR,dlr,940GZZDLLIM,Limehouse DLR Station,51.512393,-0.039809,['dlr']
dlr,DLR,dlr,940GZZDLMUD,Mudchute DLR Station,51.490704,-0.014738,['dlr']
dlr,DLR,dlr,940GZZDLPDK,Pontoon Dock DLR Station,51.502212,0.032115,"['bus', 'dlr']"
dlr,DLR,dlr,940GZZDLPOP,Poplar DLR Station,51.507744,-0.017384,['dlr']
dlr,DLR,dlr,940GZZDLPRE,Prince Regent DLR Station,51.509263,0.034158,['dlr']
dlr,DLR,dlr,940GZZDLPUD,Pudding Mill Lane DLR Station,51.534302,-0.012755,['dlr']
dlr,DLR,dlr,940GZZDLRAL,Royal Albert DLR Station,51.508357,0.045935,['dlr']
dlr,DLR,dlr,940GZZDLRVC,Royal Victoria DLR Station,51.509336,0.018497,['dlr']
dlr,DLR,dlr,940GZZDLSHA,Shadwell DLR Station,51.511693,-0.056643,['dlr']
dlr,DLR,dlr,940GZZDLSHS,Stratford High Street DLR Station,51.538196,-0.001078,['dlr']
dlr,DLR,dlr,940GZZDLSIT,Stratford International DLR Station,51.545265,-0.009638,['dlr']
dlr,DLR,dlr,940GZZDLSOQ,South Quay DLR Station,51.50005,-0.01597,['dlr']
dlr,DLR,dlr,940GZZDLSTD,Stratford DLR Station,51.541758,-0.003287,['dlr']
dlr,DLR,dlr,940GZZDLSTL,Star Lane DLR Station,51.520786,0.004156,"['dlr', 'bus']"
dlr,DLR,dlr,940GZZDLTWG,Tower Gateway DLR Station,51.510617,-0.074818,['dlr']
dlr,DLR,dlr,940GZZDLWFE,Westferry DLR Station,51.509431,-0.02675,['dlr']
dlr,DLR,dlr,940GZZDLWHM,West Ham DLR Station,51.527894,0.004482,['dlr']
dlr,DLR,dlr,940GZZDLWIQ,West India Quay DLR Station,51.50703,-0.020311,['dlr']
dlr,DLR,dlr,940GZZDLWLA,Woolwich Arsenal DLR Station,51.490009,0.069127,['dlr']
dlr,DLR,dlr,940GZZDLWSV,West Silvertown DLR Station,51.502838,0.02246,['dlr']
elizabeth,Elizabeth line,elizabeth-line,910GABWDXR,Abbey Wood,51.491284,0.121087,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GACTONML,Acton Main Line Rail Station,51.51718,-0.266756,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GBNHAM,Burnham (Berks) Rail Station,51.523506,-0.646374,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GBONDST,Bond Street,51.51369,-0.149517,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GBRTWOOD,Brentwood Rail Station,51.613605,0.299586,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GCANWHRF,Canary Wharf,51.506203,-0.018834,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GCHDWLHT,Chadwell Heath Rail Station,51.568039,0.128958,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GCSTMHSXR,Custom House,51.509436,0.027681,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GEALINGB,Ealing Broadway Rail Station,51.514841,-0.301752,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GFRNDXR,Farringdon,51.520188,-0.104915,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GFRSTGT,Forest Gate Rail Station,51.549432,0.024353,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GGIDEAPK,Gidea Park Rail Station,51.581904,0.205964,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GGODMAYS,Goodmayes Rail Station,51.565579,0.110807,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GHANWELL,Hanwell Rail Station,51.511835,-0.338583,"['national-rail', 'elizabeth-line']"
elizabeth,Elizabeth line,elizabeth-line,910GHAYESAH,Hayes & Harlington Rail Station,51.503096,-0.420683,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GHRLDWOD,Harold Wood Rail Station,51.592766,0.233129,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GHTRWAPT,Heathrow Terminals 2 & 3 Rail Station,51.471987,-0.454788,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GHTRWTM4,Heathrow Terminal 4 Rail Station,51.458268,-0.445463,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GHTRWTM5,Heathrow Terminal 5 Rail Station,51.470053,-0.490589,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GILFORD,Ilford Rail Station,51.559118,0.06968,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GIVER,Iver Rail Station,51.508503,-0.506726,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GLANGLEY,Langley (Berks) Rail Station,51.508062,-0.541756,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GLIVST,London Liverpool Street Rail Station,51.517991,-0.081426,"['elizabeth-line', 'overground', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GLIVSTLL,Liverpool Street,51.51776,-0.086524,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GMANRPK,Manor Park Rail Station,51.552477,0.046342,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GMDNHEAD,Maidenhead Rail Station,51.518669,-0.72266,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GMRYLAND,Maryland Rail Station,51.546081,0.005815,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GPADTLL,Paddington,51.516449,-0.177107,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GPADTON,London Paddington Rail Station,51.515996,-0.176174,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GRDNGSTN,Reading Rail Station,51.458786,-0.971863,"['national-rail', 'elizabeth-line']"
elizabeth,Elizabeth line,elizabeth-line,910GROMFORD,Romford Rail Station,51.574829,0.183237,"['elizabeth-line', 'national-rail', 'overground']"
elizabeth,Elizabeth line,elizabeth-line,910GSHENFLD,Shenfield Rail Station,51.630877,0.329851,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GSLOUGH,Slough Rail Station,51.51188,-0.59151,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GSTFD,Stratford (London) Rail Station,51.541895,-0.003397,"['elizabeth-line', 'national-rail', 'overground']"
elizabeth,Elizabeth line,elizabeth-line,910GSTHALL,Southall Rail Station,51.505957,-0.37861,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GSVNKNGS,Seven Kings Rail Station,51.564026,0.0971,"['national-rail', 'elizabeth-line']"
elizabeth,Elizabeth line,elizabeth-line,910GTAPLOW,Taplow Rail Station,51.523562,-0.68137,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GTOTCTRD,Tottenham Court Road,51.515075,-0.130263,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GTWYFORD,Twyford Rail Station,51.475534,-0.863293,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GWCHAPXR,Whitechapel,51.51943,-0.060191,['elizabeth-line']
elizabeth,Elizabeth line,elizabeth-line,910GWDRYTON,West Drayton Rail Station,51.510055,-0.472234,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GWEALING,West Ealing Rail Station,51.513506,-0.320133,"['elizabeth-line', 'national-rail']"
elizabeth,Elizabeth line,elizabeth-line,910GWOLWXR,Woolwich,51.49119,0.07072,"['bus', 'elizabeth-line']"
hammersmith-city,Hammersmith & City,tube,940GZZLUADE,Aldgate East Underground Station,51.515037,-0.072384,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUBBB,Bromley-by-Bow Underground Station,51.524839,-0.011538,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUBKG,Barking Underground Station,51.539321,0.081053,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUBWR,Bow Road Underground Station,51.52694,-0.025128,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUEHM,East Ham Underground Station,51.538948,0.051186,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUERC,Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUESQ,Euston Square Underground Station,51.525604,-0.135829,['tube']
hammersmith-city,Hammersmith & City,tube,940GZZLUFCN,Farringdon Underground Station,51.520252,-0.104913,['tube']
